"id_product";"reference"
201;"1013931010"
202;"1013931011"
203;"1013921009"
204;"1013931012"
205;"1013921008"
206;"1013921016"
207;"1013931026"
208;"1013931027"
209;"1013931028"
210;"1010121003"
211;"1010131002"
212;"1010131006"
213;"1010131020"
214;"1010131012"
215;"1010131016"
216;"1010121008"
217;"1010131013"
218;"1010131017"
219;"1010121009"
220;"1010121004"
221;"1010131003"
222;"1010131007"
223;"1010131021"
224;"1010421002"
225;"1010521005"
226;"1010531009"
227;"1010531010"
228;"1010531011"
229;"1010521004"
230;"1010531006"
231;"1010531007"
232;"1010531008"
233;"1010531003"
234;"1010531004"
235;"1010531005"
236;"1010521003"
237;"1010821020"
238;"1010831040"
239;"1010831041"
240;"1010831042"
241;"1010821018"
242;"1010821017"
243;"1010831034"
244;"1010831035"
245;"1010831036"
246;"1010831037"
247;"1010821019"
248;"1010831038"
249;"1010831039"
250;"1010821016"
251;"1010831031"
252;"1010831032"
253;"1010831033"
254;"1010321051"
255;"1010331149"
256;"1010331148"
257;"1010331150"
258;"1010321054"
259;"1010331157"
260;"1010331158"
261;"1010331159"
262;"1010331147"
263;"1010331146"
264;"1010321053"
265;"1010331154"
266;"1010331155"
267;"1010331156"
268;"1010321056"
269;"1010331162"
270;"1010331163"
271;"1010331164"
272;"1010321058"
273;"1010331170"
274;"1010331171"
275;"1010331168"
276;"1010331169"
277;"1010331172"
278;"1010321055"
279;"1010331160"
280;"1010331161"
281;"1010321052"
282;"1010331151"
283;"1010331152"
284;"1010331153"
285;"1010321057"
286;"1010331165"
287;"1010331166"
288;"1010331167"
289;"1010321059"
290;"1010331173"
291;"1010331174"
292;"1010331175"
293;"1010321060"
294;"1010321061"
295;"1010331176"
296;"1010331177"
297;"1010331178"
298;"1010321080"
299;"1010331236"
300;"1010331237"
301;"1010331238"
302;"1010321079"
303;"1010331179"
304;"1010331180"
305;"1010321145"
306;"1010221042"
307;"1010231173"
308;"1010231174"
309;"1010231175"
310;"1010231170"
311;"1010231171"
312;"1010231172"
313;"1010221041"
314;"1010221043"
315;"1010231176"
316;"1010231177"
317;"1010231178"
318;"1010221045"
319;"1010231184"
320;"1010231185"
321;"1010231186"
322;"1010221046"
323;"1010231187"
324;"1010231188"
325;"1010231189"
326;"1010221047"
327;"1010231190"
328;"1010231191"
329;"1010231192"
330;"1010221074"
331;"1010231208"
332;"1010231209"
333;"1010231210"
334;"1010231193"
335;"1010231196"
336;"1010231197"
337;"1010231194"
338;"1010231195"
339;"1010231198"
340;"1010231201"
341;"1010231202"
342;"1010231199"
343;"1010231200"
344;"1010221044"
345;"1010231179"
346;"1010231182"
347;"1010231183"
348;"1010231180"
349;"1010231181"
350;"1010231211"
351;"1010221048"
352;"1010231212"
353;"1010231213"
354;"1010231214"
355;"1010231215"
356;"1010221049"
357;"1010231216"
358;"1010231203"
359;"1010231204"
360;"1010231205"
361;"1010231206"
362;"1010231207"
363;"1010031198"
364;"1010021095"
365;"1010031196"
366;"1010031197"
367;"1010031174"
368;"1010031175"
369;"1010031176"
370;"1010021086"
371;"1010021090"
372;"1010031183"
373;"1010031184"
374;"1010031185"
375;"1010031186"
376;"1010031187"
377;"1010021091"
378;"1010021093"
379;"1010031191"
380;"1010031192"
381;"1010031193"
382;"1010031194"
383;"1010031195"
384;"1010021094"
385;"1010021087"
386;"1010031177"
387;"1010031178"
388;"1010031179"
389;"1010021088"
390;"1010031180"
391;"1010031181"
392;"1010031182"
393;"1010021089"
394;"1010021097"
395;"1010021098"
396;"1010021096"
397;"1010021092"
398;"1010031188"
399;"1010031189"
400;"1010031190"
401;"1010021171"
402;"1010031362"
403;"1010031363"
404;"1010031364"
405;"1010021177"
406;"1010031378"
407;"1010031379"
408;"1010031380"
409;"1010021099"
410;"1010031199"
411;"1010031200"
412;"1010031201"
413;"1010031202"
414;"1010021100"
415;"1010031203"
416;"1010031204"
417;"1010031205"
418;"1010031206"
419;"1010021102"
420;"1010031207"
421;"1010031251"
422;"1010031208"
423;"1010021103"
424;"1013911001"
425;"1013931001"
426;"1013931002"
427;"1013921003"
428;"1013931003"
429;"1013921002"
430;"1013921013"
431;"1013931017"
432;"1013931018"
433;"1013931019"
434;"1010121019"
435;"1010131040"
436;"1010131041"
437;"1010131042"
438;"1010131043"
439;"1010131044"
440;"1010121020"
441;"1010131048"
442;"1010131049"
443;"1010121022"
444;"1010121021"
445;"1010131045"
446;"1010131046"
447;"1010131047"
448;"1010421003"
449;"1010521011"
450;"1010531027"
451;"1010531028"
452;"1010531029"
453;"1010521010"
454;"1010531024"
455;"1010531025"
456;"1010531026"
457;"1010531021"
458;"1010531022"
459;"1010531023"
460;"1010521009"
461;"1010821025"
462;"1010831052"
463;"1010831053"
464;"1010831054"
465;"1010821023"
466;"1010821022"
467;"1010831046"
468;"1010831047"
469;"1010831048"
470;"1010831049"
471;"1010821024"
472;"1010831050"
473;"1010831051"
474;"1010821021"
475;"1010831043"
476;"1010831044"
477;"1010831045"
478;"1010321062"
479;"1010331182"
480;"1010331181"
481;"1010331183"
482;"1010321065"
483;"1010331190"
484;"1010331191"
485;"1010331192"
486;"1010331207"
487;"1010331206"
488;"1010321064"
489;"1010331187"
490;"1010331188"
491;"1010331189"
492;"1010321067"
493;"1010331195"
494;"1010331196"
495;"1010331197"
496;"1010321069"
497;"1010331203"
498;"1010331204"
499;"1010331201"
500;"1010331202"
501;"1010331205"
502;"1010321066"
503;"1010331193"
504;"1010331194"
505;"1010321063"
506;"1010331184"
507;"1010331185"
508;"1010331186"
509;"1010321068"
510;"1010331198"
511;"1010331199"
512;"1010331200"
513;"1010321070"
514;"1010331208"
515;"1010331209"
516;"1010331210"
517;"1010321071"
518;"1010321072"
519;"1010331211"
520;"1010331212"
521;"1010331213"
522;"1010321082"
523;"1010331239"
524;"1010331240"
525;"1010331241"
526;"1010321081"
527;"1010331214"
528;"1010331215"
529;"1010321146"
530;"1010221052"
531;"1010231223"
532;"1010231224"
533;"1010231225"
534;"1010231220"
535;"1010231221"
536;"1010231222"
537;"1010221051"
538;"1010221053"
539;"1010231226"
540;"1010231227"
541;"1010231228"
542;"1010221055"
543;"1010231234"
544;"1010231235"
545;"1010231236"
546;"1010221056"
547;"1010231237"
548;"1010231238"
549;"1010231239"
550;"1010221057"
551;"1010231240"
552;"1010231241"
553;"1010231242"
554;"1010231259"
555;"1010221075"
556;"1010231258"
557;"1010231260"
558;"1010231243"
559;"1010231246"
560;"1010231247"
561;"1010231244"
562;"1010231245"
563;"1010231248"
564;"1010231251"
565;"1010231252"
566;"1010231249"
567;"1010231250"
568;"1010221054"
569;"1010231229"
570;"1010231232"
571;"1010231233"
572;"1010231230"
573;"1010231231"
574;"1010231261"
575;"1010221058"
576;"1010231262"
577;"1010231263"
578;"1010231264"
579;"1010231265"
580;"1010221059"
581;"1010231266"
582;"1010231253"
583;"1010231254"
584;"1010231255"
585;"1010231256"
586;"1010231257"
587;"1010031236"
588;"1010021113"
589;"1010031234"
590;"1010031235"
591;"1010031212"
592;"1010031213"
593;"1010031214"
594;"1010021104"
595;"1010021108"
596;"1010031221"
597;"1010031222"
598;"1010031223"
599;"1010031224"
600;"1010031225"
601;"1010021109"
602;"1010021111"
603;"1010031229"
604;"1010031230"
605;"1010031231"
606;"1010031232"
607;"1010031233"
608;"1010021112"
609;"1010021105"
610;"1010031215"
611;"1010031216"
612;"1010031217"
613;"1010021106"
614;"1010031218"
615;"1010031219"
616;"1010031220"
617;"1010021107"
618;"1010021115"
619;"1010021116"
620;"1010021114"
621;"1010021110"
622;"1010031226"
623;"1010031227"
624;"1010031228"
625;"1010021172"
626;"1010031365"
627;"1010031366"
628;"1010031367"
629;"1010021178"
630;"1010031381"
631;"1010031382"
632;"1010031383"
633;"1010021117"
634;"1010031237"
635;"1010031238"
636;"1010031239"
637;"1010031240"
638;"1010021118"
639;"1010031241"
640;"1010031242"
641;"1010031243"
642;"1010031244"
643;"1010021120"
644;"1010031245"
645;"1010031246"
646;"1010031247"
647;"1010021121"
648;"1013911002"
649;"1013931004"
650;"1013931005"
651;"1013921005"
652;"1013931006"
653;"1013921004"
654;"1013921014"
655;"1013931020"
656;"1013931021"
657;"1013931022"
658;"1010121023"
659;"1010131050"
660;"1010131051"
661;"1010131052"
662;"1010131053"
663;"1010131054"
664;"1010121024"
665;"1010131058"
666;"1010131059"
667;"1010121026"
668;"1010121025"
669;"1010131055"
670;"1010131056"
671;"1010131057"
672;"1010421004"
673;"1010521014"
674;"1010531036"
675;"1010531037"
676;"1010531047"
677;"1010521013"
678;"1010531033"
679;"1010531034"
680;"1010531035"
681;"1010531030"
682;"1010531031"
683;"1010531032"
684;"1010521012"
685;"1010821029"
686;"1010831061"
687;"1010831062"
688;"1010831063"
689;"1010821028"
690;"1010831058"
691;"1010831059"
692;"1010831060"
693;"1010821027"
694;"1010831028"
695;"1010821015"
696;"1010831029"
697;"1010831030"
698;"1010821026"
699;"1010831055"
700;"1010831056"
701;"1010831057"
702;"1010321046"
703;"1010331130"
704;"1010331129"
705;"1010331131"
706;"1010321044"
707;"1010331123"
708;"1010331124"
709;"1010331125"
710;"1010331229"
711;"1010331228"
712;"1010321048"
713;"1010331135"
714;"1010331136"
715;"1010331137"
716;"1010331219"
717;"1010331216"
718;"1010331217"
719;"1010331218"
720;"1010321074"
721;"1010331225"
722;"1010331226"
723;"1010331223"
724;"1010331224"
725;"1010331227"
726;"1010321049"
727;"1010331138"
728;"1010331139"
729;"1010321047"
730;"1010331132"
731;"1010331133"
732;"1010331134"
733;"1010321073"
734;"1010331220"
735;"1010331221"
736;"1010331222"
737;"1010321075"
738;"1010331230"
739;"1010331231"
740;"1010331232"
741;"1010321076"
742;"1010321045"
743;"1010331126"
744;"1010331127"
745;"1010331128"
746;"1010321088"
747;"1010331248"
748;"1010331249"
749;"1010331250"
750;"1010321087"
751;"1010331233"
752;"1010331234"
753;"1010321149"
754;"1010221031"
755;"1010231125"
756;"1010231126"
757;"1010231127"
758;"1010231122"
759;"1010231123"
760;"1010231124"
761;"1010221030"
762;"1010221029"
763;"1010231119"
764;"1010231120"
765;"1010231121"
766;"1010221033"
767;"1010231133"
768;"1010231134"
769;"1010231135"
770;"1010221034"
771;"1010231136"
772;"1010231137"
773;"1010231138"
774;"1010221035"
775;"1010231139"
776;"1010231140"
777;"1010231141"
778;"1010231158"
779;"1010221078"
780;"1010231157"
781;"1010231159"
782;"1010231142"
783;"1010231145"
784;"1010231146"
785;"1010231143"
786;"1010231144"
787;"1010231147"
788;"1010231150"
789;"1010231151"
790;"1010231148"
791;"1010231149"
792;"1010221032"
793;"1010231128"
794;"1010231131"
795;"1010231132"
796;"1010231129"
797;"1010231130"
798;"1010231270"
799;"1010221061"
800;"1010231271"
801;"1010231272"
802;"1010231273"
803;"1010231274"
804;"1010221062"
805;"1010231275"
806;"1010231152"
807;"1010231153"
808;"1010231154"
809;"1010231155"
810;"1010231156"
811;"1010031145"
812;"1010021063"
813;"1010031143"
814;"1010031144"
815;"1010031127"
816;"1010031128"
817;"1010031129"
818;"1010021057"
819;"1010021056"
820;"1010031124"
821;"1010031125"
822;"1010031126"
823;"1010031133"
824;"1010031134"
825;"1010021059"
826;"1010021061"
827;"1010031138"
828;"1010031139"
829;"1010031140"
830;"1010031141"
831;"1010031142"
832;"1010021062"
833;"1010021058"
834;"1010031130"
835;"1010031131"
836;"1010031132"
837;"1010021054"
838;"1010031121"
839;"1010031122"
840;"1010031123"
841;"1010021055"
842;"1010021065"
843;"1010021066"
844;"1010021064"
845;"1010021060"
846;"1010031135"
847;"1010031136"
848;"1010031137"
849;"1010021175"
850;"1010031374"
851;"1010031375"
852;"1010031376"
853;"1010021181"
854;"1010031390"
855;"1010031391"
856;"1010031392"
857;"1010021067"
858;"1010031146"
859;"1010031147"
860;"1010031148"
861;"1010031149"
862;"1010021068"
863;"1010031150"
864;"1010031151"
865;"1010031152"
866;"1010031153"
867;"1010021081"
868;"1010031162"
869;"1010031163"
870;"1010031164"
871;"1010021085"
872;"1013911005"
873;"1013931013"
874;"1013931014"
875;"1013921011"
876;"1013931015"
877;"1013921010"
878;"1013921017"
879;"1013931029"
880;"1013931030"
881;"1013931031"
882;"1010121013"
883;"1010131033"
884;"1010131034"
885;"1010131035"
886;"1010131036"
887;"1010131037"
888;"1010121014"
889;"1010131038"
890;"1010131039"
891;"1010121015"
892;"1010121012"
893;"1010131030"
894;"1010131031"
895;"1010131032"
896;"1010421005"
897;"1010521017"
898;"1010531044"
899;"1010531045"
900;"1010531046"
901;"1010521016"
902;"1010531041"
903;"1010531042"
904;"1010531043"
905;"1010531038"
906;"1010531039"
907;"1010531040"
908;"1010521015"
909;"1010821014"
910;"1010831025"
911;"1010831026"
912;"1010831027"
913;"1010821010"
914;"1010821009"
915;"1010831015"
916;"1010831016"
917;"1010831017"
918;"1010831018"
919;"1010821011"
920;"1010831019"
921;"1010831020"
922;"1010831012"
923;"1010831013"
924;"1010831014"
925;"1010821008"
926;"1010321019"
927;"1010331024"
928;"1010331047"
929;"1010331086"
930;"1010321022"
931;"1010331027"
932;"1010331050"
933;"1010331089"
934;"1010331035"
935;"1010331074"
936;"1010321021"
937;"1010331026"
938;"1010331049"
939;"1010331088"
940;"1010321025"
941;"1010331012"
942;"1010331053"
943;"1010331092"
944;"1010321027"
945;"1010331031"
946;"1010331055"
947;"1010331064"
948;"1010331070"
949;"1010331094"
950;"1010321036"
951;"1010331062"
952;"1010331068"
953;"1010321020"
954;"1010331025"
955;"1010331048"
956;"1010331087"
957;"1010321026"
958;"1010331030"
959;"1010331054"
960;"1010331093"
961;"1010321028"
962;"1010331032"
963;"1010331056"
964;"1010331095"
965;"1010321034"
966;"1010321031"
967;"1010331033"
968;"1010331057"
969;"1010331096"
970;"1010321084"
971;"1010331242"
972;"1010331243"
973;"1010331244"
974;"1010321083"
975;"1010331102"
976;"1010331103"
977;"1010321147"
978;"1010221017"
979;"1010231021"
980;"1010231041"
981;"1010231073"
982;"1010231020"
983;"1010231040"
984;"1010231072"
985;"1010221016"
986;"1010221018"
987;"1010231022"
988;"1010231042"
989;"1010231074"
990;"1010221020"
991;"1010231024"
992;"1010231044"
993;"1010231076"
994;"1010221021"
995;"1010231025"
996;"1010231045"
997;"1010231077"
998;"1010221022"
999;"1010231026"
1000;"1010231046"
1001;"1010231078"
1002;"1010231097"
1003;"1010221076"
1004;"1010231096"
1005;"1010231098"
1006;"1010231027"
1007;"1010231053"
1008;"1010231059"
1009;"1010231047"
1010;"1010231079"
1011;"1010231028"
1012;"1010231054"
1013;"1010231060"
1014;"1010231048"
1015;"1010231080"
1016;"1010221019"
1017;"1010231023"
1018;"1010231052"
1019;"1010231058"
1020;"1010231043"
1021;"1010231075"
1022;"1010231107"
1023;"1010221025"
1024;"1010231108"
1025;"1010231109"
1026;"1010231110"
1027;"1010231111"
1028;"1010221026"
1029;"1010231112"
1030;"1010231086"
1031;"1010231087"
1032;"1010231088"
1033;"1010231089"
1034;"1010231090"
1035;"1010031058"
1036;"1010021029"
1037;"1010031021"
1038;"1010031035"
1039;"1010031015"
1040;"1010031029"
1041;"1010031052"
1042;"1010021019"
1043;"1010021025"
1044;"1010031018"
1045;"1010031032"
1046;"1010031055"
1047;"1010031039"
1048;"1010031043"
1049;"1010021037"
1050;"1010021028"
1051;"1010031020"
1052;"1010031034"
1053;"1010031057"
1054;"1010031040"
1055;"1010031044"
1056;"1010021038"
1057;"1010021020"
1058;"1010031016"
1059;"1010031030"
1060;"1010031053"
1061;"1010021022"
1062;"1010031017"
1063;"1010031031"
1064;"1010031054"
1065;"1010021023"
1066;"1010021031"
1067;"1010021033"
1068;"1010021039"
1069;"1010021026"
1070;"1010031019"
1071;"1010031033"
1072;"1010031056"
1073;"1010021173"
1074;"1010031368"
1075;"1010031369"
1076;"1010031370"
1077;"1010021179"
1078;"1010031384"
1079;"1010031385"
1080;"1010031386"
1081;"1010021050"
1082;"1010031087"
1083;"1010031088"
1084;"1010031089"
1085;"1010031116"
1086;"1010021052"
1087;"1010031117"
1088;"1010031118"
1089;"1010031119"
1090;"1010031120"
1091;"1010021080"
1092;"1010031159"
1093;"1010031160"
1094;"1010031161"
1095;"1010021084"
1096;"1013911003"
1097;"1013931007"
1098;"1013931008"
1099;"1013921007"
1100;"1013931009"
1101;"1013921006"
1102;"1013921015"
1103;"1013931023"
1104;"1013931024"
1105;"1013931025"
1106;"1010121006"
1107;"1010131004"
1108;"1010131008"
1109;"1010131022"
1110;"1010131014"
1111;"1010131018"
1112;"1010121010"
1113;"1010131015"
1114;"1010131019"
1115;"1010121011"
1116;"1010121007"
1117;"1010131005"
1118;"1010131009"
1119;"1010131023"
1120;"1010421001"
1121;"1010521008"
1122;"1010531018"
1123;"1010531019"
1124;"1010531020"
1125;"1010521007"
1126;"1010531015"
1127;"1010531016"
1128;"1010531017"
1129;"1010531012"
1130;"1010531013"
1131;"1010531014"
1132;"1010521006"
1133;"1010821012"
1134;"1010831021"
1135;"1010821002"
1136;"1010821001"
1137;"1010831001"
1138;"1010821003"
1139;"1010831002"
1140;"1010821000"
1141;"1010831000"
1142;"1010321000"
1143;"1010331000"
1144;"1010331009"
1145;"1010321005"
1146;"1010331006"
1147;"1010321003"
1148;"1010331003"
1149;"1010321006"
1150;"1010331007"
1151;"1010331008"
1152;"1010331058"
1153;"1010321001"
1154;"1010331001"
1155;"1010321002"
1156;"1010331002"
1157;"1010321008"
1158;"1010331010"
1159;"1010321032"
1160;"1010321029"
1161;"1010331011"
1162;"1010321078"
1163;"1010331235"
1164;"1010321077"
1165;"1010331104"
1166;"1010321007"
1167;"1010221007"
1168;"1010231008"
1169;"1010231000"
1170;"1010221000"
1171;"1010221001"
1172;"1010231001"
1173;"1010221003"
1174;"1010231003"
1175;"1010221005"
1176;"1010231006"
1177;"1010221006"
1178;"1010231007"
1179;"1010221073"
1180;"1010231099"
1181;"1010231004"
1182;"1010231005"
1183;"1010221002"
1184;"1010231002"
1185;"1010231106"
1186;"1010231092"
1187;"1010231091"
1188;"1010021007"
1189;"1010031007"
1190;"1010031000"
1191;"1010021000"
1192;"1010021004"
1193;"1010031003"
1194;"1010031004"
1195;"1010021006"
1196;"1010031006"
1197;"1010031036"
1198;"1010021001"
1199;"1010031001"
1200;"1010021002"
1201;"1010031002"
1202;"1010021003"
1203;"1010021040"
1204;"1010021005"
1205;"1010031005"
1206;"1010021170"
1207;"1010031361"
1208;"1010021176"
1209;"1010031377"
1210;"1010021048"
1211;"1010031090"
1212;"1010021051"
1213;"1010031109"
1214;"1010031110"
1215;"1010021078"
1216;"1010031155"
1217;"1010021082"
1218;"1010121000"
1219;"1010131000"
1220;"1010131010"
1221;"1010131011"
1222;"1010121001"
1223;"1010131001"
1224;"1010421000"
1225;"1010521002"
1226;"1010531002"
1227;"1010521001"
1228;"1010531001"
1229;"1010531000"
1230;"1010521000"
1231;"1513011080"
1232;"1513011000"
1233;"1513011081"
1234;"1513011001"
1235;"1513011085"
1236;"1513011002"
1237;"1513011082"
1238;"1513011003"
1239;"1513011083"
1240;"1513011004"
1241;"1513011005"
1242;"1513011084"
1243;"1513011006"
1244;"1513011007"
1245;"1513011008"
1246;"1513011131"
1247;"1513011132"
1248;"1513011133"
1249;"4290000008"
1250;"4290000007"
1251;"1513011134"
1252;"1513011074"
1253;"504000009"
1254;"1510211024"
1255;"1510311050"
1256;"1510311051"
1257;"1510311053"
1258;"1510311054"
1259;"1510311067"
1260;"1510311062"
1261;"1510311065"
1262;"1510311081"
1263;"1510011001"
1264;"1510011167"
1265;"1510111001"
1266;"1510111049"
1267;"1510111002"
1268;"1510111050"
1269;"1510111003"
1270;"1510111051"
1271;"1510111004"
1272;"1510111052"
1273;"1510111042"
1274;"1510111053"
1275;"1510111043"
1276;"1510111054"
1277;"1510011002"
1278;"1510011168"
1279;"1510011003"
1280;"1510011169"
1281;"1510011004"
1282;"1510011170"
1283;"1510011005"
1284;"1510011171"
1285;"1510011006"
1286;"1510011172"
1287;"1510011007"
1288;"1510011173"
1289;"1510311027"
1290;"1510311042"
1291;"1510311028"
1292;"1510311043"
1293;"1510811006"
1294;"1510811007"
1295;"1510811008"
1296;"1510811009"
1297;"1510311000"
1298;"1510311001"
1299;"1510311002"
1300;"1510311003"
1301;"1510311031"
1302;"1510311032"
1303;"1510311033"
1304;"1510311034"
1305;"1510311058"
1306;"1510311059"
1307;"1510311060"
1308;"1510311061"
1309;"1510311069"
1310;"1510311070"
1311;"1510311071"
1312;"1510311072"
1313;"1510311073"
1314;"1510311074"
1315;"1510311075"
1316;"1510311076"
1317;"1510311077"
1318;"1510311078"
1319;"1510311079"
1320;"1510311080"
1321;"1510011014"
1322;"1510011019"
1323;"1510011137"
1324;"1510011101"
1325;"1510011199"
1326;"1510011102"
1327;"1510011200"
1328;"1510011017"
1329;"1510011135"
1330;"1510011136"
1331;"1510011011"
1332;"1510011009"
1333;"1510011134"
1334;"1510011013"
1335;"1510011015"
1336;"1510011012"
1337;"1510011010"
1338;"1510011008"
1339;"1510011018"
1340;"1510011023"
1341;"1510011016"
1342;"1510011024"
1343;"1510011192"
1344;"1510011193"
1345;"1510011194"
1346;"1510011195"
1347;"1510011201"
1348;"1510011202"
1349;"1510011271"
1350;"1510011272"
1351;"1510011105"
1352;"1510011133"
1353;"1510011020"
1354;"1510011107"
1355;"1510011103"
1356;"1510011021"
1357;"1510011022"
1358;"1510011104"
1359;"1510011127"
1360;"1510011128"
1361;"1510011129"
1362;"1510011130"
1363;"1510011196"
1364;"1510011197"
1365;"1510011198"
1366;"1510011265"
1367;"1510011266"
1368;"1510011267"
1369;"1510011268"
1370;"1510011269"
1371;"1510011270"
1372;"1510111045"
1373;"1510111005"
1374;"1510111006"
1375;"1510111007"
1376;"1510111008"
1377;"1510111009"
1378;"1510111010"
1379;"1510111011"
1380;"1510111012"
1381;"1510111013"
1382;"1510111014"
1383;"1510111015"
1384;"1510111016"
1385;"1510111017"
1386;"1510111018"
1387;"1510111019"
1388;"1510111046"
1389;"1510111031"
1390;"1513011071"
1391;"1510011025"
1392;"1510011119"
1393;"1510011026"
1394;"1510011120"
1395;"1510011264"
1396;"1510011027"
1397;"1510011121"
1398;"1510011028"
1399;"1510011122"
1400;"1510011029"
1401;"1510011123"
1402;"1510011106"
1403;"1510011124"
1404;"1510111020"
1405;"1510111036"
1406;"1510111021"
1407;"1510111037"
1408;"1510111022"
1409;"1510111038"
1410;"1510111023"
1411;"1510111039"
1412;"1510111024"
1413;"1510111040"
1414;"1510311010"
1415;"1510311025"
1416;"1510311011"
1417;"1510311026"
1418;"1513011011"
1419;"1513011013"
1420;"1513011015"
1421;"1513011016"
1422;"1513011017"
1423;"1513011041"
1424;"241510311029"
1425;"241510311030"
1426;"1510011030"
1427;"1510011174"
1428;"1510011031"
1429;"1510011175"
1430;"1510011032"
1431;"1510011176"
1432;"1510011033"
1433;"1510011177"
1434;"1510011034"
1435;"1510011178"
1436;"1510011035"
1437;"1510011179"
1438;"1510011231"
1439;"1510011232"
1440;"1510011233"
1441;"1510011234"
1442;"1510011235"
1443;"1510011236"
1444;"1510111025"
1445;"1510111055"
1446;"1510111026"
1447;"1510111056"
1448;"1510111027"
1449;"1510111057"
1450;"1510111028"
1451;"1510111058"
1452;"1510311012"
1453;"1510311044"
1454;"1510311013"
1455;"1510311045"
1456;"1510311015"
1457;"1510311046"
1458;"1510311016"
1459;"1510311047"
1460;"1510311017"
1461;"1510311048"
1462;"1510311018"
1463;"1510311049"
1464;"1513011018"
1465;"1513011100"
1466;"1513011072"
1467;"1513011101"
1468;"1513011019"
1469;"1513011102"
1470;"1513011073"
1471;"1513011103"
1472;"1513011020"
1473;"1510211007"
1474;"1510211008"
1475;"1510211009"
1476;"1513011021"
1477;"1513011104"
1478;"1513011022"
1479;"1513011105"
1480;"1513011023"
1481;"1513011106"
1482;"1513011063"
1483;"1513011107"
1484;"1513011064"
1485;"1513011108"
1486;"1513011024"
1487;"1513011109"
1488;"1513011025"
1489;"1513011110"
1490;"1513011075"
1491;"1513011111"
1492;"1513011026"
1493;"1513011112"
1494;"1513011027"
1495;"1513011113"
1496;"1513011028"
1497;"1513011114"
1498;"1513011029"
