"id_product";"product";"Id_lang"
42;"1 liter OCP Canon BJ S100, BJC-2000, 2100 (BCI-21) (Magenta)";4
43;"1 liter OCP Canon BJ S100, BJC-2000, 2100 (BCI-21) (Yellow)";4
44;"1 liter OCP Canon BJC-50/55/70/80/85 (BCI-11 Black) (Black)";4
45;"1 liter OCP Canon BJC-50/55/70/80/85 (BCI-11 Color) (Cyan)";4
46;"1 liter OCP Canon BJC-50/55/70/80/85 (BCI-11 Color) (Magenta)";4
47;"1 liter OCP Canon BJC-50/55/70/80/85 (BCI-11 Color) (Yellow)";4
48;"1 liter OCP Canon BJC-8200 Photo (BCI-6 Bk) (Black)";4
49;"1 liter OCP Canon BJC-8200 Photo (BCI-6 C) (Cyan)";4
50;"1 liter OCP Canon BJC-8200 Photo (BCI-6 M) (Magenta)";4
51;"1 liter OCP Canon BJC-8200 Photo (BCI-6 PC) (Light Cyan)";4
52;"1 liter OCP Canon BJC-8200 Photo (BCI-6 PM) (Light Magenta)";4
53;"1 liter OCP Canon BJC-8200 Photo (BCI-6 Y) (Yellow)";4
54;"1 liter OCP Canon BJC-6000 Photo (BCI-3e PBK) (Photo Black)";4
55;"1 liter OCP Canon BJC-6000 Photo (BCI-3e PC) (Light Cyan)";4
56;"1 liter OCP Canon BJC-6000 Photo (BCI-3e PM) (Light Magenta)";4
57;"1 liter OCP Canon BJC-150, BJC-200, BJC-1000 (BC-01/BC-02/BX-3) (Black)";4
58;"1 liter OCP Canon BJC-150, BJC-200, BJC-1000 (BC-05) (Cyan)";4
59;"1 liter OCP Canon BJC-150, BJC-200, BJC-1000 (BC-05) (Magenta)";4
60;"1 liter OCP Canon BJC-150, BJC-200, BJC-1000 (BC-05) (Yellow)";4
61;"1 liter OCP Canon BJC-600 Serie (BJI-201 Bk) (Black)";4
62;"1 liter OCP Canon BJC-600 Serie (BJI-201 C) (Cyan)";4
63;"1 liter OCP Canon BJC-600 Serie (BJI-201 M) (Magenta)";4
64;"1 liter OCP Canon BJC-600 Serie (BJI-201 Y) (Yellow)";4
65;"1 liter OCP Canon iP2200 er Serie (PG-40/50) (Black)";4
66;"1 liter OCP Canon iP2200 er Serie (CL-41/51) (Cyan)";4
67;"1 liter OCP Canon iP2200 er Serie (CL-41/51) (Magenta)";4
68;"1 liter OCP Canon iP2200 er Serie (CL-41/51) (Yellow)";4
69;"1 liter OCP Canon iP4200 er Serie (PGI-5BK) (Black Pigment)";4
70;"1 liter OCP Canon iP4200 er Serie (CLI -8BK) (Black DYE)";4
71;"1 liter OCP Canon iP4200 er Serie (CLI-8C) (Cyan)";4
72;"1 liter OCP Canon iP4200 er Serie (CLI-8M) (Magenta)";4
73;"1 liter OCP Canon iP4200 er Serie (CLI-8Y) (Yellow)";4
74;"1 liter OCP Canon Pixma iP3600/iP4600 (CLI-521BK/CLI-526BK) (Black DYE)";4
75;"1 liter OCP Canon Pixma iP3600/iP4600 (CLI-521C/CLI-526C) (Cyan)";4
76;"1 liter OCP Canon Pixma iP3600/iP4600 (CLI-521M/CLI-526M) (Magenta)";4
77;"1 liter OCP Canon Pixma iP3600/iP4600 (CLI-521Y /CLI-526Y) (Yellow)";4
78;"1 liter OCP Canon Pixma iP3600/iP4600 (PGI-520BK/PGI-525BK) (Black Pigment)";4
79;"1 liter OCP Canon Pixma iP6700D/Pixma Pro 9000 (CLI-8PC) (Light Cyan)";4
80;"1 liter OCP Canon Pixma iP6700D/Pixma Pro 9000 (CLI-8PM) (Light Magenta)";4
81;"1 liter OCP Canon Pixma MP 980/MP 990 (CLI-521/CLI-526) (Light Grey)";4
82;"1 liter OCP Epson Stylus C64 (pigment) (T0431 T0441 T0321) (Black)";4
83;"1 liter OCP Epson Stylus C64 (pigment) (T0442 T0452 T0322 T0422) (Cyan)";4
84;"1 liter OCP Epson Stylus C64 (pigment) (T0443 T0453 T0323 T0423) (Magenta)";4
85;"1 liter OCP Epson Stylus C64 (pigment) (T0444 T0454 T0324 T0424) (Yellow)";4
86;"1 liter OCP Epson Stylus Color 400/500/600 (S020089) (Cyan)";4
87;"1 liter OCP Epson Stylus Color 400/500/600 (S020089) (Magenta)";4
88;"1 liter OCP Epson Stylus Color 400/500/600 (S020089) (Yellow)";4
89;"1 liter OCP Epson Stylus Color 400/500/600 (S020093) (Black)";4
90;"1 liter OCP Epson Stylus Color 440/860 & C Serie (S020187/S020189) (Black)";4
91;"1 liter OCP Epson Stylus Color 440/860 & C Serie (S020191) (Cyan)";4
92;"1 liter OCP Epson Stylus Color 440/860 & C Serie (S020191) (Magenta)";4
93;"1 liter OCP Epson Stylus Color 440/860 & C Serie (S020191) (Yellow)";4
94;"1 liter OCP Epson Stylus Color 680/685 (T017) (Black)";4
95;"1 liter OCP Epson Stylus Color 680/685 (T018) (Cyan)";4
96;"1 liter OCP Epson Stylus Color 680/685 (T018) (Magenta)";4
97;"1 liter OCP Epson Stylus Color 680/685 (T018) (Yellow)";4
98;"1 liter OCP Epson Stylus Color 880 (T019) (Black)";4
99;"1 liter OCP Epson Stylus Color 880 (T020) (Cyan)";4
100;"1 liter OCP Epson Stylus Color 880 (T020) (Magenta)";4
101;"1 liter OCP Epson Stylus Color 880 (T020) (Yellow)";4
102;"1 liter OCP Epson Stylus Color 900/980 (T003) (Black)";4
103;"1 liter OCP Epson Stylus Color 900/980 (T005) (Cyan)";4
104;"1 liter OCP Epson Stylus Color 900/980 (T005) (Magenta)";4
105;"1 liter OCP Epson Stylus Color 900/980 (T005) (Yellow)";4
106;"1 liter OCP Epson Stylus D68, D78, D88 (T0613/T0713/T1283/T1293) (Magenta)";4
107;"1 liter OCP Epson Stylus D68, D78, D88 (T0611/T0711/T1281/T1291) (Black)";4
108;"1 liter OCP Epson Stylus D68, D78, D88 (T0612/T0712/T1282/T1292) (Cyan)";4
109;"1 liter OCP Epson Stylus D68, D78, D88 (T0614/T0714/T1284/T1294) (Yellow)";4
110;"1 liter OCP Epson Stylus Photo 700/EX (S020110) (Cyan)";4
111;"1 liter OCP Epson Stylus Photo 700/EX (S020110) (Light Cyan)";4
112;"1 liter OCP Epson Stylus Photo 700/EX (S020110) (Light Magenta)";4
113;"1 liter OCP Epson Stylus Photo 700/EX (S020110) (Magenta)";4
114;"1 liter OCP Epson Stylus Photo 700/EX (S020110) (Yellow)";4
115;"1 liter OCP Epson Stylus Photo 750/1200 (S020193/T001) (Cyan)";4
116;"1 liter OCP Epson Stylus Photo 750/1200 (S020193/T001) (Light Cyan)";4
117;"1 liter OCP Epson Stylus Photo 750/1200 (S020193/T001) (Light Magenta)";4
118;"1 liter OCP Epson Stylus Photo 750/1200 (S020193/T001) (Magenta)";4
119;"1 liter OCP Epson Stylus Photo 750/1200 (S020193/T001) (Yellow)";4
120;"1 liter OCP Epson Stylus Photo 790/1290 (T007/T10/T026) (Black)";4
121;"1 liter OCP Epson Stylus Photo 790/1290 (T008/T009/T027) (Cyan)";4
122;"1 liter OCP Epson Stylus Photo 790/1290 (T008/T009/T027) (Light Cyan)";4
123;"1 liter OCP Epson Stylus Photo 790/1290 (T008/T009/T027) (Light Magenta)";4
124;"1 liter OCP Epson Stylus Photo 790/1290 (T008/T009/T027) (Magenta)";4
125;"1 liter OCP Epson Stylus Photo 790/1290 (T008/T009/T027) (Yellow)";4
126;"1 liter OCP Epson Stylus Photo R 800/R1800 (pigment) (T0540) (Optimizer)";4
127;"1 liter OCP Epson Stylus Photo R 800/R1800 (pigment) (T0541) (Photo Black)";4
128;"1 liter OCP Epson Stylus Photo R 800/R1800 (pigment) (T0542) (Cyan)";4
129;"1 liter OCP Epson Stylus Photo R 800/R1800 (pigment) (T0543) (Magenta)";4
130;"1 liter OCP Epson Stylus Photo R 800/R1800 (pigment) (T0544) (Yellow)";4
131;"1 liter OCP Epson Stylus Photo R 800/R1800 (pigment) (T0547) (Red)";4
132;"1 liter OCP Epson Stylus Photo R 800/R1800 (pigment) (T0548) (Matt Black)";4
133;"1 liter OCP Epson Stylus Photo R 800/R1800 (pigment) (T0549) (Violett)";4
134;"1 liter OCP Epson Stylus Photo RX 700 (T5592) (Cyan)";4
135;"1 liter OCP Epson Stylus Photo RX 700 (T5593) (Magenta)";4
136;"1 liter OCP Epson Stylus Photo RX 700 (T5594) (Yellow)";4
137;"1 liter OCP Epson Stylus Photo RX 700 (T5595) (Light Cyan)";4
138;"1 liter OCP Epson Stylus Photo RX 700 (T5596) (Light Magenta)";4
139;"1 liter OCP HP 2000 (10/11) (Yellow)";4
140;"1 liter OCP HP 2000 (10/11) (Black)";4
141;"1 liter OCP HP 2000 (10/11) (Cyan)";4
142;"1 liter OCP HP 2000 (10/11) (Magenta)";4
143;"1 liter OCP HP 300/400/500 Serie (25) (Cyan)";4
144;"1 liter OCP HP 300/400/500 Serie (25) (Magenta)";4
145;"1 liter OCP HP 300/400/500 Serie (25) (Yellow)";4
146;"1 liter OCP HP 300/400/500 Serie (26/33) (Black)";4
147;"1 liter OCP HP 5550 Serie (21/27/56) (Black)";4
148;"1 liter OCP HP 5550 Serie (22/28/57) (Cyan)";4
149;"1 liter OCP HP 5550 Serie (22/28/57) (Magenta)";4
150;"1 liter OCP HP 5550 Serie (22/28/57) (Yellow)";4
151;"1 liter OCP HP 5550 Serie Photo (58) (Light Cyan)";4
152;"1 liter OCP HP 5550 Serie Photo (58) (Light Magenta)";4
153;"1 liter OCP HP 5550 Serie Photo (58) (Photo Black)";4
154;"1 liter OCP HP 5740 (338/339) (Black)";4
155;"1 liter OCP HP 5740 (343/344) (Cyan)";4
156;"1 liter OCP HP 5740 (343/344) (Magenta)";4
157;"1 liter OCP HP 5740 (343/344) (Yellow)";4
158;"1 liter OCP HP 5740 (344/344) (Light Cyan)";4
159;"1 liter OCP HP 5740 (345/344) (Light Magenta)";4
160;"1 liter OCP HP 5740 (346/344) (Photo Black)";4
161;"1 liter OCP HP 600 Serie (20/29) (Black)";4
162;"1 liter OCP HP 600 Serie (49) (Cyan)";4
163;"1 liter OCP HP 600 Serie (49) (Magenta)";4
164;"1 liter OCP HP 600 Serie (49) (Yellow)";4
165;"1 liter OCP HP 700/1200 Serie (15/45) (Black)";4
166;"1 liter OCP HP 700/1200 Serie (17/23/41/78) (Cyan)";4
167;"1 liter OCP HP 700/1200 Serie (17/23/41/78) (Magenta)";4
168;"1 liter OCP HP 700/1200 Serie (17/23/41/78) (Yellow)";4
169;"1 liter OCP HP 700/1200 Serie (Quick drying) (15/45) (Black)";4
170;"1 liter OCP HP 7xxx & Photosmart (59/100) (Dark Gray)";4
171;"1 liter OCP HP 7xxx & Photosmart (59/100) (Light Grey)";4
172;"1 liter OCP HP 7xxx & Photosmart (59/100) (Photo Black)";4
173;"1 liter OCP HP d125/135/145/155 (14) (Black)";4
174;"1 liter OCP HP d125/135/145/155 (14) (Cyan)";4
175;"1 liter OCP HP d125/135/145/155 (14) (Magenta)";4
176;"1 liter OCP HP d125/135/145/155 (14) (Yellow)";4
177;"1 liter OCP HP OfficeJet Pro 8000/8500 (940) (Black)";4
178;"1 liter OCP HP OfficeJet Pro 8000/8500 (940) (Cyan)";4
179;"1 liter OCP HP OfficeJet Pro 8000/8500 (940) (Magenta)";4
180;"1 liter OCP HP OfficeJet Pro 8000/8500 (940) (Yellow)";4
181;"1 liter OCP HP OfficeJet Pro 8100/8600 & 6600/6700 (950/932) (Black)";4
182;"1 liter OCP HP OfficeJet Pro 8100/8600 & 6600/6700 (951/933) (Cyan)";4
183;"1 liter OCP HP OfficeJet Pro 8100/8600 & 6600/6700 (951/933) (Magenta)";4
184;"1 liter OCP HP OfficeJet Pro 8100/8600 & 6600/6700 (951/933) (Yellow)";4
185;"1 liter OCP HP OfficeJet Pro K550 (88) (Black)";4
186;"1 liter OCP HP OfficeJet Pro K550 (88) (Cyan)";4
187;"1 liter OCP HP OfficeJet Pro K550 (88) (Magenta)";4
188;"1 liter OCP HP OfficeJet Pro K550 (88) (Yellow)";4
189;"1 liter OCP HP Photosmart 8250 (363 c, 351 +XL) (Cyan)";4
190;"1 liter OCP HP Photosmart 8250 (363 lb, 363 hb) (Black)";4
191;"1 liter OCP HP Photosmart 8250 (363 m, 351 +XL) (Magenta)";4
192;"1 liter OCP HP Photosmart 8250 (363 y, 351 + XL) (Yellow)";4
193;"1 liter OCP HP Photosmart 8250 Photo (363 lc) (Light Cyan)";4
194;"1 liter OCP HP Photosmart 8250 Photo (363 lm) (Light Magenta)";4
195;"1 liter OCP HP Photosmart D 5460 (Black Pigment)";4
196;"1 liter OCP HP Photosmart D 5460 (Cyan)";4
197;"1 liter OCP HP Photosmart D 5460 (Magenta)";4
198;"1 liter OCP HP Photosmart D 5460 (Yellow)";4
199;"1 liter OCP HP Photosmart D 5460 (364, 364 XL) (Black DYE)";4
200;"1 liter OCP Kodak EasyShare 5100, 5300 (1935766) (Optimizer)";4
201;"1 liter OCP Kodak EasyShare 5100, 5300 (Pigment) (1935766) (Cyan)";4
202;"1 liter OCP Kodak EasyShare 5100, 5300 (Pigment) (1935766) (Magenta)";4
203;"1 liter OCP Kodak EasyShare 5100, 5300 (Pigment) (1935766) (Photo Black)";4
204;"1 liter OCP Kodak EasyShare 5100, 5300 (Pigment) (1935766) (Yellow)";4
205;"1 liter OCP Kodak EasyShare 5100, 5300 (Pigment) (8891467) (Black)";4
206;"1 liter OCP Kodak ESP C110, 115, 310, 315, 330, 360 (30) (Black)";4
207;"1 liter OCP Kodak ESP C110, 115, 310, 315, 330, 360 (30) (Cyan)";4
208;"1 liter OCP Kodak ESP C110, 115, 310, 315, 330, 360 (30) (Magenta)";4
209;"1 liter OCP Kodak ESP C110, 115, 310, 315, 330, 360 (30) (Yellow)";4
210;"1 liter OCP Lexmark Z & X Serie (Black)";4
211;"1 liter OCP Lexmark Z & X Serie (Cyan)";4
212;"1 liter OCP Lexmark Z & X Serie (Magenta)";4
213;"1 liter OCP Lexmark Z & X Serie (Yellow)";4
214;"1 liter OCP Lexmark Z & X Serie Foto (90) (Light Cyan)";4
215;"1 liter OCP Lexmark Z & X Serie Foto (90) (Light Magenta)";4
216;"1 liter OCP Lexmark Z & X Serie Foto (90) (Photo Black)";4
217;"1 liter OCP Lexmark Z 8xx Serie P310/915/6250/X5200 (31) (Light Cyan)";4
218;"1 liter OCP Lexmark Z 8xx Serie P310/915/6250/X5200 (31) (Light Magenta)";4
219;"1 liter OCP Lexmark Z 8xx Serie P310/915/6250/X5200 (31) (Photo Black)";4
220;"1 liter OCP Lexmark Z 8xx Serie P310/915/6250/X5200 (32/34) (Black)";4
221;"1 liter OCP Lexmark Z 8xx Serie P310/915/6250/X5200 (33/35) (Cyan)";4
222;"1 liter OCP Lexmark Z 8xx Serie P310/915/6250/X5200 (33/35) (Magenta)";4
223;"1 liter OCP Lexmark Z 8xx Serie P310/915/6250/X5200 (33/35) (Yellow)";4
224;"1 liter OCP Olivetti (FJ*/FPJ*/XP-01/XP-02) (Black)";4
225;"1 liter OCP Xerox DokuPrint M750/760, WorkCentre M940 (8R12728) (Black)";4
226;"1 liter OCP Xerox DokuPrint M750/760, WorkCentre M940 (8R7972) (Cyan)";4
227;"1 liter OCP Xerox DokuPrint M750/760, WorkCentre M940 (8R7973) (Magenta)";4
228;"1 liter OCP Xerox DokuPrint M750/760, WorkCentre M940 (8R7974) (Yellow)";4
229;"1 liter OCP Xerox WorkCentre 450 (8R7660) (Black)";4
230;"1 liter OCP Xerox WorkCentre 450 (8R7661) (Cyan)";4
231;"1 liter OCP Xerox WorkCentre 450 (8R7662) (Magenta)";4
232;"1 liter OCP Xerox WorkCentre 450 (8R7663) (Yellow)";4
233;"1 liter OCP Xerox WorkCentre 470/480/490 (8R7880) (Cyan)";4
234;"1 liter OCP Xerox WorkCentre 470/480/490 (8R7880) (Magenta)";4
235;"1 liter OCP Xerox WorkCentre 470/480/490 (8R7880) (Yellow)";4
236;"1 liter OCP Xerox WorkCentre 470/480/490 (8R7881) (Black)";4
237;"100 ml OCP Brother DCP-130C, DCP-135C (Black)";4
238;"100 ml OCP Brother DCP-130C, DCP-135C (Cyan)";4
239;"100 ml OCP Brother DCP-130C, DCP-135C (Magenta)";4
240;"100 ml OCP Brother DCP-130C, DCP-135C (Yellow)";4
241;"100 ml OCP Brother HJ 100 (BC 01) (Black)";4
242;"100 ml OCP Brother MFC-LW - PD 7050-6400 (LC-*) (Black)";4
243;"100 ml OCP Brother MFC-LW - PD 7050-6400 (LC-*) (Cyan)";4
244;"100 ml OCP Brother MFC-LW - PD 7050-6400 (LC-*) (Magenta)";4
245;"100 ml OCP Brother MFC-LW - PD 7050-6400 (LC-*) (Yellow)";4
246;"100 ml OCP Brother MFC-3240, 5840 CN, 200/400 Serie (LC-900C) (Cyan)";4
247;"100 ml OCP Brother MFC-3240, 5840 CN, 200/400 Serie (LC-900B) (Black)";4
248;"100 ml OCP Brother MFC-3240, 5840 CN, 200/400 Serie (LC-900M) (Magenta)";4
249;"100 ml OCP Brother MFC-3240, 5840 CN, 200/400 Serie (LC-900Y) (Yellow)";4
250;"100 ml OCP Brother MFC-730-740-750 (LC-600) (Black)";4
251;"100 ml OCP Brother MFC-730-740-750 (LC-600) (Cyan)";4
252;"100 ml OCP Brother MFC-730-740-750 (LC-600) (Magenta)";4
253;"100 ml OCP Brother MFC-730-740-750 (LC-600) (Yellow)";4
254;"100 ml OCP Canon BJ i-250/320/350/450/455 (BCI-24) (Black)";4
255;"100 ml OCP Canon BJ i-250/320/350/450/455 (BCI-24) (Cyan)";4
256;"100 ml OCP Canon BJ i-250/320/350/450/455 (BCI-24) (Magenta)";4
257;"100 ml OCP Canon BJ i-250/320/350/450/455 (BCI-24) (Yellow)";4
258;"100 ml OCP Canon BJ i-550/550x/560/6500/850, S-400 (BCI-3e Bk) (Black)";4
259;"100 ml OCP Canon BJ i-550/550x/6500/850, S-400 (BCI-3e C) (Cyan)";4
260;"100 ml OCP Canon BJ i-550/550x/6500/850, S-400 (BCI-3e M) (Magenta)";4
261;"100 ml OCP Canon BJ i-550/550x/6500/850, S-400 (BCI-3e Y) (Yellow)";4
262;"100 ml OCP Canon BJ i-990/9950, Pixma iP8500 (BCI-6 G) (Green)";4
263;"100 ml OCP Canon BJ i-990/9950, Pixma iP8500 (BCI-6 R) (Red)";4
264;"100 ml OCP Canon BJ S100, BJC-2000 (BCI-21, BC-20, BX-20) (Black)";4
265;"100 ml OCP Canon BJ S100, BJC-2000, 2100 (BCI-21) (Cyan)";4
266;"100 ml OCP Canon BJ S100, BJC-2000, 2100 (BCI-21) (Magenta)";4
267;"100 ml OCP Canon BJ S100, BJC-2000, 2100 (BCI-21) (Yellow)";4
268;"100 ml OCP Canon BJC-50/55/70/80/85 (BCI-11 Black) (Black)";4
269;"100 ml OCP Canon BJC-50/55/70/80/85 (BCI-11 Color) (Cyan)";4
270;"100 ml OCP Canon BJC-50/55/70/80/85 (BCI-11 Color) (Magenta)";4
271;"100 ml OCP Canon BJC-50/55/70/80/85 (BCI-11 Color) (Yellow)";4
272;"100 ml OCP Canon BJC-8200 Photo (BCI-6 Bk) (Black)";4
273;"100 ml OCP Canon BJC-8200 Photo (BCI-6 C) (Cyan)";4
274;"100 ml OCP Canon BJC-8200 Photo (BCI-6 M) (Magenta)";4
275;"100 ml OCP Canon BJC-8200 Photo (BCI-6 PC) (Light Cyan)";4
276;"100 ml OCP Canon BJC-8200 Photo (BCI-6 PM) (Light Magenta)";4
277;"100 ml OCP Canon BJC-8200 Photo (BCI-6 Y) (Yellow)";4
278;"100 ml OCP Canon BJC-6000 Photo (BCI-3e PBK) (Photo Black)";4
279;"100 ml OCP Canon BJC-6000 Photo (BCI-3e PC) (Light Cyan)";4
280;"100 ml OCP Canon BJC-6000 Photo (BCI-3e PM) (Light Magenta)";4
281;"100 ml OCP Canon BJC-150, BJC-200, BJC-1000 (BC-01/BC-02/BX-3) (Black)";4
282;"100 ml OCP Canon BJC-150, BJC-200, BJC-1000 (BC-05) (Cyan)";4
283;"100 ml OCP Canon BJC-150, BJC-200, BJC-1000 (BC-05) (Magenta)";4
284;"100 ml OCP Canon BJC-150, BJC-200, BJC-1000 (BC-05) (Yellow)";4
285;"100 ml OCP Canon BJC-600 Serie (BJI-201 Bk) (Black)";4
286;"100 ml OCP Canon BJC-600 Serie (BJI-201 C) (Cyan)";4
287;"100 ml OCP Canon BJC-600 Serie (BJI-201 M) (Magenta)";4
288;"100 ml OCP Canon BJC-600 Serie (BJI-201 Y) (Yellow)";4
289;"100 ml OCP Canon iP2200 er Serie (PG-40/50) (Black)";4
290;"100 ml OCP Canon iP2200 er Serie (CL-41/51) (Cyan)";4
291;"100 ml OCP Canon iP2200 er Serie (CL-41/51) (Magenta)";4
292;"100 ml OCP Canon iP2200 er Serie (CL-41/51) (Yellow)";4
293;"100 ml OCP Canon iP4200 er Serie (PGI-5BK) (Black Pigment)";4
294;"100 ml OCP Canon iP4200 er Serie (CLI -8BK) (Black DYE)";4
295;"100 ml OCP Canon iP4200 er Serie (CLI-8C) (Cyan)";4
296;"100 ml OCP Canon iP4200 er Serie (CLI-8M) (Magenta)";4
297;"100 ml OCP Canon iP4200 er Serie (CLI-8Y) (Yellow)";4
298;"100 ml OCP Canon Pixma iP3600/iP4600 (CLI-521BK/CLI-526BK) (Black DYE)";4
299;"100 ml OCP Canon Pixma iP3600/iP4600 (CLI-521C/CLI-526C) (Cyan)";4
300;"100 ml OCP Canon Pixma iP3600/iP4600 (CLI-521M/CLI-526M) (Magenta)";4
301;"100 ml OCP Canon Pixma iP3600/iP4600 (CLI-521Y /CLI-526Y) (Yellow)";4
302;"100 ml OCP Canon Pixma iP3600/iP4600 (PGI-520BK/PGI-525BK) (Black Pigment)";4
303;"100 ml OCP Canon Pixma iP6700D/Pixma Pro 9000 (CLI-8PC) (Light Cyan)";4
304;"100 ml OCP Canon Pixma iP6700D/Pixma Pro 9000 (CLI-8PM) (Light Magenta)";4
305;"100 ml OCP Canon Pixma MP 980/MP 990 (CLI-521/CLI-526) (Light Grey)";4
306;"100 ml OCP Epson Stylus C64 (pigment) (T0431 T0441 T0321) (Black)";4
307;"100 ml OCP Epson Stylus C64 (pigment) (T0442 T0452 T0322 T0422) (Cyan)";4
308;"100 ml OCP Epson Stylus C64 (pigment) (T0443 T0453 T0323 T0423) (Magenta)";4
309;"100 ml OCP Epson Stylus C64 (pigment) (T0444 T0454 T0324 T0424) (Yellow)";4
310;"100 ml OCP Epson Stylus Color 400/500/600 (S020089) (Cyan)";4
311;"100 ml OCP Epson Stylus Color 400/500/600 (S020089) (Magenta)";4
312;"100 ml OCP Epson Stylus Color 400/500/600 (S020089) (Yellow)";4
313;"100 ml OCP Epson Stylus Color 400/500/600 (S020093) (Black)";4
314;"100 ml OCP Epson Stylus Color 440/860 & C Serie (S020187/S020189) (Black)";4
315;"100 ml OCP Epson Stylus Color 440/860 & C Serie (S020191) (Cyan)";4
316;"100 ml OCP Epson Stylus Color 440/860 & C Serie (S020191) (Magenta)";4
317;"100 ml OCP Epson Stylus Color 440/860 & C Serie (S020191) (Yellow)";4
318;"100 ml OCP Epson Stylus Color 680/685 (T017) (Black)";4
319;"100 ml OCP Epson Stylus Color 680/685 (T018) (Cyan)";4
320;"100 ml OCP Epson Stylus Color 680/685 (T018) (Magenta)";4
321;"100 ml OCP Epson Stylus Color 680/685 (T018) (Yellow)";4
322;"100 ml OCP Epson Stylus Color 880 (T019) (Black)";4
323;"100 ml OCP Epson Stylus Color 880 (T020) (Cyan)";4
324;"100 ml OCP Epson Stylus Color 880 (T020) (Magenta)";4
325;"100 ml OCP Epson Stylus Color 880 (T020) (Yellow)";4
326;"100 ml OCP Epson Stylus Color 900/980 (T003) (Black)";4
327;"100 ml OCP Epson Stylus Color 900/980 (T005) (Cyan)";4
328;"100 ml OCP Epson Stylus Color 900/980 (T005) (Magenta)";4
329;"100 ml OCP Epson Stylus Color 900/980 (T005) (Yellow)";4
330;"100 ml OCP Epson Stylus D68, D78, D88 (T0611/T0711/T1281/T1291) (Black)";4
331;"100 ml OCP Epson Stylus D68, D78, D88 (T0612/T0712/T1282/T1292) (Cyan)";4
332;"100 ml OCP Epson Stylus D68, D78, D88 (T0613/T0713/T1283/T1293) (Magenta)";4
333;"100 ml OCP Epson Stylus D68, D78, D88 (T0614/T0714/T1284/T1294) (Yellow)";4
