"id_product";"reference";"id_manufacturer";"id_category"
1394;"1510011120";5;23
1395;"1510011264";5;23
1396;"1510011027";5;23
1397;"1510011121";5;23
1398;"1510011028";5;23
1399;"1510011122";5;23
1400;"1510011029";5;23
1401;"1510011123";5;23
1402;"1510011106";5;23
1403;"1510011124";5;23
1426;"1510011030";5;23
1427;"1510011174";5;23
1428;"1510011031";5;23
1429;"1510011175";5;23
1430;"1510011032";5;23
1431;"1510011176";5;23
1432;"1510011033";5;23
1433;"1510011177";5;23
1434;"1510011034";5;23
1435;"1510011178";5;23
1436;"1510011035";5;23
1437;"1510011179";5;23
1438;"1510011231";5;23
1439;"1510011232";5;23
1440;"1510011233";5;23
1441;"1510011234";5;23
1442;"1510011235";5;23
1443;"1510011236";5;23
6659;"NONE";5;23
6660;"5010003645";5;23
6661;"5010003644";5;23
6662;"5010003643";5;23
6663;"5010003642";5;23
6664;"5010003641";5;23
1510;"1510011036";5;23
6667;"4810003645";5;23
6668;"7010009201";5;23
8748;"HP4515-bazar";5;23
6684;"1510011115";5;23
1265;"1510111001";7;23
1266;"1510111049";7;23
1267;"1510111002";7;23
1268;"1510111050";7;23
1269;"1510111003";7;23
1270;"1510111051";7;23
1271;"1510111004";7;23
1272;"1510111052";7;23
1273;"1510111042";7;23
1274;"1510111053";7;23
1275;"1510111043";7;23
1276;"1510111054";7;23
1372;"1510111045";7;23
1373;"1510111005";7;23
1374;"1510111006";7;23
1375;"1510111007";7;23
1376;"1510111008";7;23
1377;"1510111009";7;23
1378;"1510111010";7;23
1379;"1510111011";7;23
1380;"1510111012";7;23
1381;"1510111013";7;23
1382;"1510111014";7;23
1383;"1510111015";7;23
1384;"1510111016";7;23
1385;"1510111017";7;23
1386;"1510111018";7;23
1387;"1510111019";7;23
1388;"1510111046";7;23
1389;"1510111031";7;23
1404;"1510111020";7;23
1405;"1510111036";7;23
1406;"1510111021";7;23
1407;"1510111037";7;23
1408;"1510111022";7;23
1409;"1510111038";7;23
1410;"1510111023";7;23
1411;"1510111039";7;23
1412;"1510111024";7;23
1413;"1510111040";7;23
1444;"1510111025";7;23
1445;"1510111055";7;23
1446;"1510111026";7;23
1447;"1510111056";7;23
1448;"1510111027";7;23
1449;"1510111057";7;23
1450;"1510111028";7;23
1451;"1510111058";7;23
